taxonomy,mean,cor_pearson,p_pearson,taxon_l,tag,cor_spearman,p_spearman
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Solobacterium,0.0912593019643447,0.763632198941645,0.0000000385315409862866,Genus,kmerCon,0.674016121384542,0.0000085805924589384
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Turicibacter,0.0156832529213823,0.765146163755872,0.0000000348910750157009,Genus,kmerCon,0.510855412591171,0.00123420139357765
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus,21.2577930380353,0.612215813040752,0.0000565325153396588,Genus,kmerCon,0.651019440493125,0.0000205339245427138
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Ligilactobacillus,1.4740062220211,0.97164934279733,0.0000000000000000000000165187276560268,Genus,kmerCon,0.809910498725804,0.00000000126814956135348
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus,4.03259022754788,0.62031955994691,0.0000421567247662704,Genus,kmerCon,0.767662399241347,0.000000352074970030887
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus,0.14310126396617,0.864572085535827,0.00000000000532290334839667,Genus,kmerCon,0.628966019239797,0.0000305440615256385
Bacteria;Firmicutes;Clostridia;Christensenellales;Christensenellaceae;Christensenellaceae R-7 group,0.995581071099328,0.431563347054069,0.00765309537388682,Genus,kmerCon,0.682947070134566,0.00000320545884605756
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 1,6.17212782321363,0.808374943261286,0.00000000144088012336314,Genus,kmerCon,0.787577050734945,0.000000216273361045093
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;[Ruminococcus] torques group,0.546531618422308,0.337381318725508,0.0411433891855005,Genus,kmerCon,0.184111391973574,0.275349516555832
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Agathobacter,1.47706821739981,0.239184588753311,0.153938273567323,Genus,kmerCon,0.317683988180683,0.0553603578574253
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Coprococcus,1.79019218534199,-0.0660813930208847,0.697582089791037,Genus,kmerCon,0.0320471011879857,0.850647400248697
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae UCG-004,0.102111615688025,0.295850465787074,0.0754267234640026,Genus,kmerCon,0.195399578650244,0.24646088349347
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Roseburia,1.55999677706237,0.334189156745245,0.043221758275368,Genus,kmerCon,0.228070175438596,0.174042357384564
Bacteria;Firmicutes;Clostridia;Monoglobales;Monoglobaceae;Monoglobus,0.119571998790815,-0.0227024290789467,0.893900132968398,Genus,kmerCon,0.126160317705784,0.456849466445465
Bacteria;Firmicutes;Clostridia;Oscillospirales;Butyricicoccaceae;Butyricicoccus,0.0531352147890446,0.398949514006958,0.0144475470518527,Genus,kmerCon,0.25653497170469,0.125359452443006
Bacteria;Firmicutes;Clostridia;Oscillospirales;Butyricicoccaceae;UCG-008,0.10228474197951,-0.0200904952776601,0.906049375635,Genus,kmerCon,-0.0273842689118356,0.87218409988593
Bacteria;Firmicutes;Clostridia;Oscillospirales;Butyricicoccaceae;UCG-009,0.0939124561231573,0.568825793675084,0.000239281815492542,Genus,kmerCon,0.531095007470477,0.000719533783467806
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;NK4A214 group,0.876072554396566,0.644096521925148,0.0000169674816440144,Genus,kmerCon,0.771401491928694,0.0000000229714196493858
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;UCG-002,0.83234647243536,0.583341647783098,0.000151055039717907,Genus,kmerCon,0.782835467045993,0.000000243250632815507
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;UCG-005,1.81555294843097,0.701504127266644,0.00000131937289104088,Genus,kmerCon,0.590564248458985,0.000159355768109085
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;[Eubacterium] siraeum group,0.104466889490761,0.0868346914595317,0.609328030472472,Genus,kmerCon,0.287510465230614,0.0844417095776129
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Candidatus Soleaferrea,0.0858973368435544,0.620758061044512,0.000041482990356701,Genus,kmerCon,0.688767764343905,0.00000244338619474643
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Faecalibacterium,1.07460207901604,0.748645336927969,0.0000000990934711462099,Genus,kmerCon,0.675122993302613,0.00000457341318411663
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Incertae Sedis,0.0615022386286587,0.714511477911999,0.000000679855071755886,Genus,kmerCon,0.732666038924861,0.000000253064692296153
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Negativibacillus,0.161729549884136,0.0154147291708225,0.927849227107335,Genus,kmerCon,-0.028928683609969,0.865039931477743
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Ruminococcus,0.745297577928803,0.0540500862739888,0.750695940386889,Genus,kmerCon,0.253911806543385,0.129234609191598
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Subdoligranulum,0.794072128586971,0.732597143768274,0.000000254053315012104,Genus,kmerCon,0.734471313418682,0.000000890505584328552
Bacteria;Firmicutes;Clostridia;Peptococcales;Peptococcaceae;Peptococcus,0.0138458975480951,0.547722092631512,0.000450093545577546,Genus,kmerCon,0.746593750644876,0.000000112199570330964
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Anaerovoracaceae;[Eubacterium] nodatum group,0.12809578244474,0.616360036987527,0.0000487047395438726,Genus,kmerCon,0.637009578871014,0.0000224337450027796
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Anaerovoracaceae;Family XIII AD3011 group,0.331781183333722,0.294392906902495,0.0769455535456302,Genus,kmerCon,0.554415633078307,0.0003700387286539
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Anaerovoracaceae;Family XIII UCG-001,0.0198855817332554,0.075092905867328,0.658692310931017,Genus,kmerCon,-0.00472571967385979,0.977854422172025
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Peptostreptococcaceae;Romboutsia,0.0413021770142453,0.600857387286509,0.0000841625320776254,Genus,kmerCon,0.57656278671874,0.000187757132255115
Bacteria;Firmicutes;Negativicutes;Acidaminococcales;Acidaminococcaceae;Phascolarctobacterium,0.271493839192748,0.660267574256368,0.00000872968567120886,Genus,kmerCon,0.719696521921012,0.000000516676985040507
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Selenomonadaceae;Anaerovibrio,0.960991799919399,0.581008012372747,0.00016288786141421,Genus,kmerCon,0.381934566145092,0.0202837368985458
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Selenomonadaceae;Mitsuokella,0.342672695627047,0.971450673195359,0.0000000000000000000000186366337175614,Genus,kmerCon,0.644754318324827,0.0000165273690254091
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;Dialister,0.0640835501972541,0.44176894272601,0.00619359854366492,Genus,kmerCon,0.540244043806063,0.000557497115115651
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;Megasphaera,0.399366429984605,0.89112656101314,0.000000000000145416800025703,Genus,kmerCon,0.681567587899706,0.00000341540856515642
Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;Saccharimonadaceae;Candidatus Saccharimonas,0.00662195239048967,0.230933216439015,0.169078837112367,Genus,kmerCon,0.71755241004601,0.000000579196111098271
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Sutterellaceae;Sutterella,0.025007755303981,0.664246710500843,0.00000736747459064709,Genus,kmerCon,0.302275960170697,0.0693726205574269
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella,0.205042336414361,0.379767714575554,0.0204295333500829,Genus,kmerCon,0.427630556119368,0.00828940184917694
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Succinivibrionaceae;Succinivibrio,0.111749123941992,0.898874515148587,0.0000000000000425698418167644,Genus,kmerCon,0.72550354718269,0.000000377197862499517
Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Sphaerochaeta,0.0741930455017948,0.550205432017746,0.000418750360091667,Genus,kmerCon,0.632290184921764,0.000040312081575054
Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Treponema,0.135172791350086,0.324434791702911,0.0501032275927579,Genus,kmerCon,0.802679154987181,0.00000000229136822006964
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Akkermansiaceae;Akkermansia,0.0720814452341113,0.981307867884612,0.0000000000000000000000000121685227088192,Genus,kmerCon,0.652213895378623,0.0000122140780506876
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus delbrueckii,0.0589269191422576,0.822872988854315,0.000000000411392059956674,Species,kmerCon,0.335510803282859,0.0423511951508644
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Ligilactobacillus;Lactobacillus salivarius,1.34452875811623,0.975423967050233,0.00000000000000000000000139645092747567,Species,kmerCon,0.787505187797938,0.00000000735438422005597
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus;Lactobacillus mucosae,0.469412581580633,0.918092238384821,0.0000000000000012449734962732,Species,kmerCon,0.637743006164059,0.0000332457993775626
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus;Lactobacillus reuteri,2.034864331667,0.592330702713272,0.000112359109190702,Species,kmerCon,0.836415362731152,0.0000000355406669530318
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;Megasphaera;Megasphaera elsdenii,0.2618830542607,0.866474779239366,0.00000000000422159019508194,Species,kmerCon,0.625244587855802,0.0000351294212972559
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella,1.49950867555161,0.142275951397229,0.400901365547983,Genus,miniCon,0.110171216287042,0.516257683139165
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella,7.39859866616363,0.448046857580345,0.00542043933085982,Genus,miniCon,0.353236972972556,0.0319861598694812
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella 9,5.05719746670362,0.53887584165881,0.000579447455189599,Genus,miniCon,0.583451872925557,0.000198037828632683
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotellaceae NK3B31 group,0.17106700257527,0.190340563916066,0.259146024019296,Genus,miniCon,0.184814178500224,0.273489050635557
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotellaceae UCG-003,0.318596660575145,0.362443306316428,0.0274854614232888,Genus,miniCon,0.60025599140469,0.0000859185176470092
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Rikenellaceae RC9 gut group,0.765968407674196,0.654735692055126,0.0000110065041651467,Genus,miniCon,0.711474632527264,0.00000200201836079968
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides,0.122717385435232,0.633176854138465,0.0000260157554447681,Genus,miniCon,0.640273659319684,0.0000197433455796152
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Catenisphaera,0.00213472226504737,0.412630032398922,0.0111487432825949,Genus,miniCon,0.0669785645572565,0.693674047349895
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Holdemanella,0.11788019998594,0.918689934795945,0.00000000000000110052517793639,Genus,miniCon,0.657957114410583,0.00000962244836534748
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Solobacterium,0.0912593019643447,0.674345050379835,0.00000473517671828141,Genus,miniCon,0.560369866433969,0.000309786705789505
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Turicibacter,0.0156832529213823,0.592804815034615,0.000110591905713227,Genus,miniCon,0.441402278334604,0.00624154902140774
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus,21.2577930380353,0.468760964680256,0.00342924287463018,Genus,miniCon,0.427216690374585,0.00885978800543409
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Ligilactobacillus,1.4740062220211,0.923223569803642,0.00000000000000041830734166988,Genus,miniCon,0.773658818193795,0.0000000196916484277143
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus,4.03259022754788,0.506725426284427,0.00137231481367754,Genus,miniCon,0.675438596491228,0.00000811952161297994
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus,0.14310126396617,0.547646839931817,0.000451075156391103,Genus,miniCon,0.463215598863455,0.00388709162157506
Bacteria;Firmicutes;Clostridia;Christensenellales;Christensenellaceae;Christensenellaceae R-7 group,0.995581071099328,0.457910842014707,0.00437383451591187,Genus,miniCon,0.741107498972311,0.000000155520130623613
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 1,6.17212782321363,0.814367978448128,0.000000000869608092633201,Genus,miniCon,0.623518255097202,0.0000546114583439075
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Hathewaya,0.00953665565255182,0.0503900982954565,0.76709342282516,Genus,miniCon,-0.000285377343327673,0.998662506444933
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;[Ruminococcus] torques group,0.546531618422308,0.41540345404847,0.0105645933466745,Genus,miniCon,0.351471143175821,0.0329148939930896
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Agathobacter,1.47706821739981,0.24284540644506,0.147546418041784,Genus,miniCon,0.332864318692022,0.0441088778523599
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Coprococcus,1.79019218534199,0.0856639582653273,0.614178949242901,Genus,miniCon,0.076988567764547,0.65061853161069
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae UCG-004,0.102111615688025,0.152123179133739,0.368750459661995,Genus,miniCon,0.177926771571361,0.292077482943122
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Roseburia,1.55999677706237,0.23806223559543,0.155937642216543,Genus,miniCon,0.161963485701598,0.338206619436241
Bacteria;Firmicutes;Clostridia;Oscillospirales;Butyricicoccaceae;UCG-008,0.10228474197951,-0.116505800116913,0.492273231471593,Genus,miniCon,-0.112609377949311,0.506958089688833
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;NK4A214 group,0.876072554396566,0.546111037481008,0.000471530030971908,Genus,miniCon,0.439827407815725,0.00645115310051139
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;UCG-002,0.83234647243536,0.278705279171898,0.0948415512684289,Genus,miniCon,0.270389891124696,0.10553814158966
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;UCG-005,1.81555294843097,0.645462043347529,0.0000160654772906115,Genus,miniCon,0.390933102279044,0.0167378826142176
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;[Eubacterium] siraeum group,0.104466889490761,-0.0254960957405024,0.88093194039531,Genus,miniCon,0.123980645561263,0.464725060129152
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Candidatus Soleaferrea,0.0858973368435544,0.514775261289852,0.00111461572448098,Genus,miniCon,0.670051233403696,0.00000572611100546673
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Faecalibacterium,1.07460207901604,0.565333402791881,0.000266438550511963,Genus,miniCon,0.462822595736767,0.00392146443445458
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Incertae Sedis,0.0615022386286587,0.680966417134404,0.00000351078300170317,Genus,miniCon,0.653665328990293,0.0000115050858048861
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Negativibacillus,0.161729549884136,-0.070289557059442,0.679319500410149,Genus,miniCon,-0.179724967794721,0.287147894473493
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Ruminococcus,0.745297577928803,0.0550243667454909,0.746348730139559,Genus,miniCon,0.0381100916076512,0.822804461661338
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Subdoligranulum,0.794072128586971,0.214360339832058,0.20265622736153,Genus,miniCon,0.446903719285633,0.00555467410586259
Bacteria;Firmicutes;Clostridia;Peptococcales;Peptococcaceae;Peptococcus,0.0138458975480951,0.313390457596179,0.0589264350839901,Genus,miniCon,0.385252908568447,0.0185390466621552
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Anaerovoracaceae;[Eubacterium] nodatum group,0.12809578244474,0.386093401765173,0.0182627321516383,Genus,miniCon,0.556773318161591,0.000345031173473025
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Anaerovoracaceae;Family XIII AD3011 group,0.331781183333722,0.154382918631064,0.361595269863033,Genus,miniCon,0.406354720109871,0.0125724216417966
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Peptostreptococcaceae;Romboutsia,0.0413021770142453,0.490740761231613,0.00204381182632717,Genus,miniCon,0.379808129987161,0.0204150377357584
Bacteria;Firmicutes;Negativicutes;Acidaminococcales;Acidaminococcaceae;Phascolarctobacterium,0.271493839192748,0.517841320372674,0.00102833614365838,Genus,miniCon,0.625172105640531,0.0000352246212443897
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Selenomonadaceae;Anaerovibrio,0.960991799919399,0.301510194415287,0.0697498079029568,Genus,miniCon,0.388796855818503,0.0173972306744553
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Selenomonadaceae;Mitsuokella,0.342672695627047,0.973528167094568,0.00000000000000000000000504997881044266,Genus,miniCon,0.735996604798541,0.00000020929309178739
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;Dialister,0.0640835501972541,0.488054958836821,0.00218122756272382,Genus,miniCon,0.597431549867967,0.0000946161128197606
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;Megasphaera,0.399366429984605,0.87040298344656,0.0000000000025863078415196,Genus,miniCon,0.637253771443419,0.0000222214962557402
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella,0.205042336414361,0.359738884953063,0.028749750211727,Genus,miniCon,0.416282218923187,0.0103850221822457
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus delbrueckii,0.0589269191422576,0.714054037925093,0.000000696318734723287,Species,miniCon,0.425306188467811,0.0086863397090765
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Ligilactobacillus;Lactobacillus salivarius,1.34452875811623,0.928360381041855,0.000000000000000129777906407201,Species,miniCon,0.747153840163082,0.000000108471161671167
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus;Lactobacillus mucosae,0.469412581580633,0.434185580771694,0.00725249064708411,Species,miniCon,0.405914009018034,0.012677939235685
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus;Lactobacillus reuteri,2.034864331667,0.546517439102685,0.000466038385739225,Species,miniCon,0.752252252252252,0.000000524279339084323
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;Megasphaera;Megasphaera elsdenii,0.2618830542607,0.871537734332833,0.00000000000223832285993578,Species,miniCon,0.586111718117426,0.000138016561011158
Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium,0.148590046618329,0.860520832489343,0.00000000000862055666609467,Genus,isoCon,0.912280701754386,0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides,0.0983323221793749,0.496768483150822,0.00176271942882127,Genus,isoCon,0.405582880669453,0.0127577120940616
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella,7.39859866616363,0.463792952542897,0.00383706968072397,Genus,isoCon,0.350144400553094,0.0336271175490395
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella 7,1.27684894744831,0.0618481000283598,0.71612432892315,Genus,isoCon,0.431704970794923,0.00763098485678841
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella 9,5.05719746670362,0.596799767809909,0.0000966671434829197,Genus,isoCon,0.739212897107634,0.000000766434899444242
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotellaceae NK3B31 group,0.17106700257527,0.440644138461481,0.00634170869755531,Genus,isoCon,0.273352299668089,0.101701132058983
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotellaceae UCG-003,0.318596660575145,0.653200293382912,0.0000117280496836043,Genus,isoCon,0.65164826479964,0.0000125009947762742
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Rikenellaceae RC9 gut group,0.765968407674196,0.666247396102779,0.00000675863436061871,Genus,isoCon,0.491764517941247,0.00199346669484161
Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Campylobacteraceae;Campylobacter,0.124606334225657,0.679487118234419,0.00000375594656852525,Genus,isoCon,0.616996048522594,0.0000475944561910735
Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Helicobacteraceae;Helicobacter,0.0385763022145704,0.795605301498521,0.00000000399433376927901,Genus,isoCon,0.725030037431914,0.00000038711469993617
Bacteria;Deferribacterota;Deferribacteres;Deferribacterales;Deferribacteraceae;Mucispirillum,0.00642630561951642,0.783351470951651,0.00000000995644818724958,Genus,isoCon,0.690000388413779,0.00000230504239147674
Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,0.0511362595683693,0.818721681339585,0.00000000059569916752112,Genus,isoCon,0.84885223977862,0.0000000000319040437310199
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelatoclostridiaceae;Asteroleplasma,0.00692162848143598,0.564525637445674,0.000273099911347747,Genus,isoCon,0.49836352079953,0.001694275604461
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelatoclostridiaceae;Catenibacterium,0.0227179696689235,0.175404788415492,0.299082317100884,Genus,isoCon,0.661652608981818,0.00000823143800386419
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelatoclostridiaceae;Sharpea,0.0186709979659168,0.871213712690998,0.00000000000233293711542889,Genus,isoCon,0.479878309562918,0.00265065823692514
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelatoclostridiaceae;UCG-004,0.0300865362014671,0.597008490412266,0.0000959851484278017,Genus,isoCon,0.412852750521936,0.0111008419976171
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;[Anaerorhabdus] furcosa group,0.00732258158688069,0.52565565776074,0.000834567955619872,Genus,isoCon,0.651570738427507,0.0000125407951942182
