taxonomy,mean,cor_pearson,p_pearson,taxon_l,tag,cor_spearman,p_spearman
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Peptoniphilus,2.93666912588233,0.999935422088562,0.00000000000000000000884349214060433,Genus,miniCon,0.96440133247001,0.000000424107546498037
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;Dialister,3.25319420455222,0.999917463708733,0.0000000000000000000301589050838671,Genus,miniCon,0.96440133247001,0.000000424107546498037
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;Megasphaera,9.02784799617776,0.999988746996433,0.00000000000000000000000142096931552053,Genus,miniCon,0.83287207260663,0.000770064677307983
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Sneathia,0.734716636726974,0.999946317020729,0.00000000000000000000351070837620975,Genus,miniCon,0.846352206080653,0.000517964527139778
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Aquabacterium,0.00930226567257076,0.453095162587016,0.139076782251447,Genus,miniCon,0.294854129116222,0.352181464563197
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Enhydrobacter,0.00350973907980859,0.908453377812146,0.0000433530188536587,Genus,miniCon,0.591820806741359,0.0426445720200857
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella bivia,0.555971134762126,0.999779781051939,0.00000000000000000407722402721958,Species,miniCon,0.953635302332643,0.00000156073223628736
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus crispatus,36.8249806644931,0.999992556892249,0.000000000000000000000000179894011185744,Species,miniCon,0.894388375309078,0.0000864551044726945
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus gasseri,8.16119706755403,0.999999987983111,0.00000000000000000000000000000000000000197338013367571,Species,miniCon,0.89676964946178,0.0000774575309353562
Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;Staphylococcus epidermidis,0.0378441992365511,0.992661981387435,0.000000000165510570827285,Species,miniCon,0.634496227212123,0.0266776480706264
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Finegoldia;Finegoldia magna,0.692679371393229,0.999998372038302,0.0000000000000000000000000000900472177055507,Species,miniCon,0.981716922509758,0.0000000156033214885747
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Sneathia;Sneathia amnii,0.701266622946297,0.999950646376732,0.00000000000000000000230573847774322,Species,miniCon,0.846352206080653,0.000517964527139778
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Enhydrobacter;Moraxella osloensis,0.00350973907980859,0.908453377812146,0.0000433530188536587,Species,miniCon,0.591820806741359,0.0426445720200857
OTU_617,0.113806890466963,0.923294506075618,0.0000183669277299054,OTU,isoCon,0.897095801179575,0.0000762847605088418
OTU_673,0.10312288705578,0.993532589736075,0.0000000000881486321491266,OTU,isoCon,1,0
OTU_1041,0.0206173054359149,0.443069326306475,0.149143799336573,OTU,isoCon,0.574352224760773,0.050804766335657
OTU_1069,0.157496315540547,0.997643452815584,0.000000000000570065515422905,OTU,isoCon,0.857099268805615,0.000367351108481608
OTU_935,0.0246246563275569,0.997672073934155,0.00000000000053630361156657,OTU,isoCon,0.937155733891234,0.00000694286177556402
OTU_355,0.0632146315081239,0.997482774340441,0.000000000000792571424687994,OTU,isoCon,0.915641863992698,0.0000291625379061723
OTU_1191,0.119049818028969,0.999796243582528,0.00000000000000000276477346921577,OTU,isoCon,0.948174792534886,0.00000269816745378148
OTU_672,0.00999476245751515,0.442177094546493,0.15006167849525,OTU,isoCon,0.768155005061636,0.00352061312137225
OTU_981,0.00829835670914234,0.669613926216755,0.0172189209676704,OTU,isoCon,0.834661354581673,0.000732041626657164
OTU_1328,1.60786846596804,0.99994881022187,0.00000000000000000000276776839453078,OTU,isoCon,0.855502225579229,0.000387250971991399
OTU_1446,0.525899332845504,0.991005296398794,0.000000000456733730636195,OTU,isoCon,0.855502225579229,0.000387250971991399
OTU_1019,0.623100336767274,0.962474459502723,0.000000550208998539873,OTU,isoCon,0.871434734355133,0.000222057357215692
OTU_520,0.217747688183464,0.996490690424131,0.00000000000416693904496001,OTU,isoCon,0.937155733891234,0.00000694286177556402
OTU_478,0.100717119950119,0.827315618778592,0.000897945341267604,OTU,isoCon,0.927876964248747,0.0000136046519233882
OTU_978,0.21419988134939,0.898299229707522,0.0000720775002011768,OTU,isoCon,0.799098747493249,0.00181939216208866
OTU_326,1.08971024324766,0.980832619990186,0.0000000197305707812382,OTU,isoCon,0.855502225579229,0.000387250971991399
OTU_1225,0.090058242108494,0.868230451004937,0.00024973691846203,OTU,isoCon,0.888213664534233,0.000113635573136825
OTU_1383,0.0207696908003206,0.547367064210136,0.0654725306708514,OTU,isoCon,0.872509960159363,0.000213327126805925
OTU_826,0.0276809310571058,0.181033310741329,0.573390733420996,OTU,isoCon,0.639513838464648,0.0251380085019125
OTU_1183,0.0433943142535741,0.867249619370254,0.00025872535422744,OTU,isoCon,0.97609561752988,0.000000059054968009372
OTU_373,0.031708518087066,0.983982972600087,0.00000000808222894492178,OTU,isoCon,0.857126186275535,0.00036702266391865
OTU_595,0.0825180557004706,0.896051589668544,0.0000800893776768018,OTU,isoCon,0.940605817361846,0.00000526606683536516
OTU_277,0.0827159085983263,0.969886337594713,0.000000185415310449589,OTU,isoCon,1,0.000000000000000000000000000000000000000000000000000000000000000000000000000000132831694084709
OTU_1131,0.115494124533383,0.757557795664931,0.00431767363001776,OTU,isoCon,0.900040655321284,0.0000663141280361823
OTU_439,0.123835102720898,0.9456363919663,0.00000341216351808178,OTU,isoCon,0.957253707934622,0.00000104603855131176
OTU_183,0.190470447272961,0.924014645659479,0.0000175424574942244,OTU,isoCon,0.896994913015707,0.0000766460335761473
OTU_717,0.1315103399104,0.65635406161647,0.0204397102264519,OTU,isoCon,0.888213664534233,0.000113635573136825
OTU_1335,0.0311405666398962,0.991318930656383,0.000000000382668497883438,OTU,isoCon,0.728080412476383,0.00725763452769295
OTU_356,0.022422915214926,0.745928724669886,0.00534199792195075,OTU,isoCon,1,0
OTU_1428,0.00984204895518917,0.99568851177902,0.0000000000116483190517231,OTU,isoCon,1,0
OTU_1424,0.0453318527482838,0.994966186458466,0.0000000000252399850249192,OTU,isoCon,0.937155733891234,0.00000694286177556402
OTU_1324,0.0467746261452438,0.825660485840352,0.00093903507047109,OTU,isoCon,0.927876964248747,0.0000136046519233882
OTU_1374,0.138911699847075,0.961512283122019,0.000000623443347515629,OTU,isoCon,1,0
OTU_1430,0.00276789942136622,0.26120558778963,0.412190885585822,OTU,isoCon,0.940594059405941,0.00000527117569598071
OTU_35,0.10579460746596,0.99014805769953,0.000000000718977626670177,OTU,isoCon,0.745049504950495,0.00542627193362984
OTU_243,0.405593155814946,0.999999425875356,0.000000000000000000000000000000491225712272001,OTU,isoCon,0.807422692779637,0.0014946726734278
OTU_900,0.267527412899944,0.999972184992783,0.000000000000000000000131107131038624,OTU,isoCon,0.493236371671156,0.103216566645677
OTU_1482,0.302650729630867,0.971987197760411,0.000000129612872325629,OTU,isoCon,0.97609561752988,0.000000059054968009372
OTU_949,0.462846849498478,0.867489240541732,0.000256506535240496,OTU,isoCon,0.808915470720954,0.00144149418990982
OTU_503,0.374498535124226,0.965119627060741,0.000000383477482198719,OTU,isoCon,0.946036614664654,0.00000329063856964609
OTU_903,0.967264438318214,0.997946803735602,0.000000000000286362506519993,OTU,isoCon,0.944300239100064,0.0000038438580211427
OTU_56,0.658547311988775,0.889981803119113,0.000105251732414609,OTU,isoCon,0.800263719610915,0.00177096486041431
OTU_94,0.640602287709086,0.997530937179939,0.000000000000719653187151522,OTU,isoCon,0.943435701034159,0.00000414546566015343
OTU_897,0.160021192893166,0.993074052382978,0.000000000124058573600035,OTU,isoCon,0.963655197310966,0.000000469863062336714
OTU_1139,0.0976570942415163,0.918001926912337,0.0000254081237346857,OTU,isoCon,0.857126186275535,0.00036702266391865
OTU_1164,0.053043335805944,0.912565387967051,0.0000346980900184314,OTU,isoCon,0.832608434309608,0.000775793678415797
OTU_1427,0.00767653828280927,0.86077500237511,0.000324567968729778,OTU,isoCon,0.848244049630192,0.000488483852386547
OTU_825,0.120921157314777,0.984826724028554,0.00000000617493961439199,OTU,isoCon,0.963655197310966,0.000000469863062336714
OTU_40,0.0726276455652166,0.433626232277074,0.159041795316473,OTU,isoCon,0.830479776339508,0.000823266747202858
OTU_256,0.126027785177146,0.938552285735939,0.00000621976786913044,OTU,isoCon,0.932281872075457,0.0000100027050730537
OTU_929,0.837512747733497,0.929141503592308,0.0000124800963129269,OTU,isoCon,0.938437926996665,0.00000627663589522662
OTU_171,1.31874327838118,0.830131141467527,0.000831251066455049,OTU,isoCon,0.892027048845279,0.0000961669053010256
OTU_1425,0.569001936160975,0.963728119917063,0.000000465225578378574,OTU,isoCon,0.946036614664654,0.00000329063856964609
OTU_90,0.531123400640435,0.487282888549434,0.108095463603349,OTU,isoCon,0.840927584488528,0.000610196673465976
OTU_653,0.157519409617915,0.816164024852575,0.00120360350101482,OTU,isoCon,0.932281872075457,0.0000100027050730537
OTU_824,0.659513209740667,0.828147052152996,0.000877835601625426,OTU,isoCon,0.849013426647071,0.00047687426616832
OTU_895,0.268556056286654,0.974729565030186,0.0000000777918789838824,OTU,isoCon,0.874687633965461,0.000196467118574875
OTU_872,0.256856778250808,0.584188001987398,0.0460864052510768,OTU,isoCon,0.750641800880164,0.00490694981823689
OTU_1423,0.0401874090521764,0.56341171029336,0.0564402616307046,OTU,isoCon,0.77013788032646,0.00338484177759451
OTU_1241,0.234036768927985,0.854961388331359,0.000394176532647808,OTU,isoCon,0.921739130434783,0.0000202519847193157
OTU_899,0.0504155435754263,0.820239265493649,0.00108385697385632,OTU,isoCon,0.873270953122702,0.000207311930897237
OTU_244,0.362931159947029,0.914421017545105,0.0000312689235713546,OTU,isoCon,0.801016929976613,0.00174018431919997
OTU_130,0.284711188087622,0.760473580841276,0.00408598174990983,OTU,isoCon,0.939130434782609,0.00000593847510368615
OTU_1175,0.16196501028111,0.793687688422145,0.00205777029570081,OTU,isoCon,0.849013426647071,0.00047687426616832
OTU_1170,0.232762038349177,0.893093283647621,0.0000916811895923825,OTU,isoCon,0.890662145643517,0.000102158183987059
OTU_551,0.102869390593353,0.111140306274303,0.730945446966144,OTU,isoCon,0.630631701819305,0.0279090940937251
OTU_983,0.352244735085923,0.797581492862493,0.00188397738697921,OTU,isoCon,0.912350597609562,0.0000351133787378742
OTU_1380,0.510240323080998,0.876288202539531,0.000184753053916233,OTU,isoCon,0.753858396797539,0.00462578630834379
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Atopobiaceae;Atopobium,0.366767063928107,0.999891903196172,0.000000000000000000116208148844742,Genus,isoCon,0.981716922509758,0.0000000156033214885747
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella,1.37913769064165,0.99978974398511,0.00000000000000000323474843578322,Genus,isoCon,0.935918285089664,0.00000763770781808773
Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus,4.11360605126209,0.999877246160732,0.000000000000000000219450779858317,Genus,isoCon,1,0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus,67.1474249422425,0.999966048387808,0.000000000000000000000355245017276091,Genus,isoCon,1,0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus,0.229508324353488,0.995874230776126,0.00000000000934946029853219,Genus,isoCon,1,0
Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus,0.0538499398305705,0.997806732634687,0.000000000000398217408758486,Genus,isoCon,0.877387678412565,0.000177027751207436
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Howardella,0.0379315829501805,0.997058740405709,0.00000000000172499244959955,Genus,isoCon,0.897095801179575,0.0000762847605088418
Bacteria;Firmicutes;Clostridia;Oscillospirales;Hungateiclostridiaceae;Fastidiosipila,2.55522867023038,0.999685980538795,0.000000000000000024032894196072,Genus,isoCon,0.903107323012848,0.0000570492014977976
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Anaerococcus,0.550247467188401,0.999966141808681,0.000000000000000000000350384453472781,Genus,isoCon,0.971216974392189,0.000000148246341443903
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Finegoldia,0.692119355144049,0.999996302386078,0.00000000000000000000000000544321768324121,Genus,isoCon,0.981716922509758,0.0000000156033214885747
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Peptoniphilus,2.95473038575708,0.999687497457969,0.0000000000000000234580617022806,Genus,isoCon,0.936815017824959,0.00000712897180142553
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;Dialister,3.26016667865505,0.999760032231378,0.00000000000000000626385110717639,Genus,isoCon,0.96440133247001,0.000000424107546498037
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;Megasphaera,8.61654515425005,0.999994447541781,0.0000000000000000000000000415597608593661,Genus,isoCon,0.884562387348666,0.000132600665865947
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella bivia,0.552120890115435,0.999624957665845,0.0000000000000000583956562018801,Species,isoCon,0.953635302332643,0.00000156073223628736
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus crispatus,36.8291968716215,0.999982488397117,0.0000000000000000000000129678323474237,Species,isoCon,0.894388375309078,0.0000864551044726945
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus gasseri,8.16459503108044,0.999999910311385,0.0000000000000000000000000000000000457021974965221,Species,isoCon,0.910688702586812,0.0000384605187115013
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus jensenii,0.456843832366562,0.992306456573718,0.000000000209558684266543,Species,isoCon,0.937155733891234,0.00000694286177556402
Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;Staphylococcus epidermidis,0.0411300350038705,0.993659361250519,0.0000000000798583911902366,Species,isoCon,0.765524547975168,0.00370706068873267
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Finegoldia;Finegoldia magna,0.692119355144049,0.999996302386078,0.00000000000000000000000000544321768324121,Species,isoCon,0.981716922509758,0.0000000156033214885747
